"station_id"	"stationname"	"date"	"daytype"	"rides"	"loc"
"996397"	40960	"Pulaski-Orange"	"07/16/2006"	"U"	1307	"(41.799756, -87.724493)"
"996609"	40960	"Pulaski-Orange"	"11/13/2014"	"W"	5196	"(41.799756, -87.724493)"
"996793"	40960	"Pulaski-Orange"	"03/09/2014"	"U"	1488	"(41.799756, -87.724493)"
"997040"	40960	"Pulaski-Orange"	"11/12/2001"	"W"	3863	"(41.799756, -87.724493)"
"997670"	40960	"Pulaski-Orange"	"10/24/2013"	"W"	5844	"(41.799756, -87.724493)"
"997829"	40960	"Pulaski-Orange"	"09/02/2004"	"W"	4577	"(41.799756, -87.724493)"
"997895"	40960	"Pulaski-Orange"	"07/14/2016"	"W"	5347	"(41.799756, -87.724493)"
"998030"	40960	"Pulaski-Orange"	"06/06/2012"	"W"	5607	"(41.799756, -87.724493)"
"998070"	40960	"Pulaski-Orange"	"01/25/2001"	"W"	5554	"(41.799756, -87.724493)"
"998599"	40960	"Pulaski-Orange"	"08/16/2017"	"W"	4664	"(41.799756, -87.724493)"
"998662"	40960	"Pulaski-Orange"	"11/01/2014"	"A"	2321	"(41.799756, -87.724493)"
"998758"	40960	"Pulaski-Orange"	"09/02/2007"	"U"	1676	"(41.799756, -87.724493)"
"999058"	40960	"Pulaski-Orange"	"06/16/2008"	"W"	4951	"(41.799756, -87.724493)"
"999119"	40960	"Pulaski-Orange"	"11/22/2012"	"U"	1373	"(41.799756, -87.724493)"
"999120"	40960	"Pulaski-Orange"	"08/24/2009"	"W"	4384	"(41.799756, -87.724493)"
"999325"	40960	"Pulaski-Orange"	"01/08/2002"	"W"	5385	"(41.799756, -87.724493)"
"999479"	40960	"Pulaski-Orange"	"04/30/2003"	"W"	4622	"(41.799756, -87.724493)"
"999498"	40960	"Pulaski-Orange"	"08/04/2013"	"U"	2167	"(41.799756, -87.724493)"
"999926"	40960	"Pulaski-Orange"	"07/27/2015"	"W"	5085	"(41.799756, -87.724493)"
"1000233"	40960	"Pulaski-Orange"	"10/24/2011"	"W"	5683	"(41.799756, -87.724493)"
"1000474"	40960	"Pulaski-Orange"	"09/16/2013"	"W"	5697	"(41.799756, -87.724493)"
"1000570"	40960	"Pulaski-Orange"	"11/22/2011"	"W"	5264	"(41.799756, -87.724493)"
"1000594"	40960	"Pulaski-Orange"	"01/28/2012"	"A"	2086	"(41.799756, -87.724493)"
"1000614"	40960	"Pulaski-Orange"	"12/12/2011"	"W"	4872	"(41.799756, -87.724493)"
"1000745"	40960	"Pulaski-Orange"	"11/01/2015"	"U"	1717	"(41.799756, -87.724493)"
"1000856"	40960	"Pulaski-Orange"	"08/11/2009"	"W"	4444	"(41.799756, -87.724493)"
"1001196"	40960	"Pulaski-Orange"	"07/29/2006"	"A"	2411	"(41.799756, -87.724493)"
"1001272"	40960	"Pulaski-Orange"	"04/05/2010"	"W"	4755	"(41.799756, -87.724493)"
"1001316"	40960	"Pulaski-Orange"	"01/23/2017"	"W"	5295	"(41.799756, -87.724493)"
"1001360"	40960	"Pulaski-Orange"	"10/27/2007"	"A"	2105	"(41.799756, -87.724493)"
"1001865"	40960	"Pulaski-Orange"	"04/06/2003"	"U"	906	"(41.799756, -87.724493)"
"1001943"	40960	"Pulaski-Orange"	"02/22/2001"	"W"	5539	"(41.799756, -87.724493)"
"1001966"	40960	"Pulaski-Orange"	"09/23/2001"	"U"	785	"(41.799756, -87.724493)"
"1002124"	40960	"Pulaski-Orange"	"11/13/2008"	"W"	5080	"(41.799756, -87.724493)"
"1002699"	40960	"Pulaski-Orange"	"02/21/2013"	"W"	5368	"(41.799756, -87.724493)"
"1002828"	40960	"Pulaski-Orange"	"09/11/2006"	"W"	5585	"(41.799756, -87.724493)"
"1003129"	40960	"Pulaski-Orange"	"07/24/2009"	"W"	4304	"(41.799756, -87.724493)"
"1003181"	40960	"Pulaski-Orange"	"10/11/2017"	"W"	5935	"(41.799756, -87.724493)"
"1003232"	40960	"Pulaski-Orange"	"12/09/2004"	"W"	5425	"(41.799756, -87.724493)"
"1003294"	40960	"Pulaski-Orange"	"02/08/2011"	"W"	4966	"(41.799756, -87.724493)"
"1003317"	40960	"Pulaski-Orange"	"02/20/2013"	"W"	5369	"(41.799756, -87.724493)"
"1003411"	40960	"Pulaski-Orange"	"12/23/2010"	"W"	3233	"(41.799756, -87.724493)"
"1003864"	40960	"Pulaski-Orange"	"12/03/2011"	"A"	2420	"(41.799756, -87.724493)"
"1003982"	40960	"Pulaski-Orange"	"05/06/2005"	"W"	5325	"(41.799756, -87.724493)"
"1003985"	40960	"Pulaski-Orange"	"03/16/2007"	"W"	5184	"(41.799756, -87.724493)"
"1004142"	40960	"Pulaski-Orange"	"11/27/2008"	"U"	896	"(41.799756, -87.724493)"
"1004222"	40960	"Pulaski-Orange"	"08/25/2017"	"W"	4834	"(41.799756, -87.724493)"
"1004362"	40960	"Pulaski-Orange"	"01/25/2015"	"U"	1242	"(41.799756, -87.724493)"
"1004394"	40960	"Pulaski-Orange"	"05/19/2007"	"A"	2146	"(41.799756, -87.724493)"
"1004794"	40960	"Pulaski-Orange"	"03/24/2004"	"W"	5362	"(41.799756, -87.724493)"
"1004943"	40960	"Pulaski-Orange"	"02/24/2016"	"W"	5141	"(41.799756, -87.724493)"
"1005021"	40960	"Pulaski-Orange"	"08/27/2001"	"W"	4482	"(41.799756, -87.724493)"
"1005059"	40960	"Pulaski-Orange"	"06/10/2001"	"U"	1174	"(41.799756, -87.724493)"
"1005141"	40960	"Pulaski-Orange"	"05/21/2017"	"U"	1699	"(41.799756, -87.724493)"
"1005448"	40960	"Pulaski-Orange"	"08/13/2011"	"A"	2270	"(41.799756, -87.724493)"
"1005667"	40960	"Pulaski-Orange"	"05/18/2001"	"W"	5278	"(41.799756, -87.724493)"
"1005669"	40960	"Pulaski-Orange"	"01/07/2003"	"W"	5296	"(41.799756, -87.724493)"
"1005688"	40960	"Pulaski-Orange"	"02/22/2010"	"W"	4675	"(41.799756, -87.724493)"
"1005832"	40960	"Pulaski-Orange"	"09/28/2015"	"W"	5965	"(41.799756, -87.724493)"
"1005843"	40960	"Pulaski-Orange"	"05/13/2016"	"W"	5592	"(41.799756, -87.724493)"
"1006429"	40960	"Pulaski-Orange"	"11/08/2007"	"W"	5773	"(41.799756, -87.724493)"
"1006804"	40960	"Pulaski-Orange"	"10/31/2010"	"U"	1397	"(41.799756, -87.724493)"
"1006821"	40960	"Pulaski-Orange"	"11/09/2012"	"W"	5871	"(41.799756, -87.724493)"
"1006895"	40960	"Pulaski-Orange"	"07/18/2014"	"W"	5139	"(41.799756, -87.724493)"
"1006935"	40960	"Pulaski-Orange"	"12/10/2015"	"W"	5864	"(41.799756, -87.724493)"
"1007134"	40960	"Pulaski-Orange"	"12/03/2009"	"W"	5081	"(41.799756, -87.724493)"
"1007250"	40960	"Pulaski-Orange"	"08/02/2015"	"U"	2484	"(41.799756, -87.724493)"
"1007347"	40960	"Pulaski-Orange"	"10/31/2002"	"W"	5654	"(41.799756, -87.724493)"
"1007398"	40960	"Pulaski-Orange"	"08/21/2014"	"W"	4536	"(41.799756, -87.724493)"
"1007445"	40960	"Pulaski-Orange"	"09/24/2004"	"W"	5482	"(41.799756, -87.724493)"
"1007489"	40960	"Pulaski-Orange"	"06/15/2015"	"W"	5036	"(41.799756, -87.724493)"
"1007749"	40960	"Pulaski-Orange"	"05/08/2011"	"U"	1630	"(41.799756, -87.724493)"
"1007855"	40960	"Pulaski-Orange"	"10/02/2011"	"U"	1600	"(41.799756, -87.724493)"
"1007977"	40960	"Pulaski-Orange"	"10/17/2012"	"W"	5965	"(41.799756, -87.724493)"
"1008114"	40960	"Pulaski-Orange"	"08/04/2014"	"W"	4829	"(41.799756, -87.724493)"
"1008140"	40960	"Pulaski-Orange"	"11/13/2009"	"W"	5038	"(41.799756, -87.724493)"
"1008168"	40960	"Pulaski-Orange"	"08/21/2017"	"W"	4623	"(41.799756, -87.724493)"
"1008192"	40960	"Pulaski-Orange"	"11/06/2009"	"W"	4371	"(41.799756, -87.724493)"
"1008321"	40960	"Pulaski-Orange"	"11/13/2005"	"U"	1154	"(41.799756, -87.724493)"
"1008623"	40960	"Pulaski-Orange"	"12/20/2001"	"W"	5271	"(41.799756, -87.724493)"
"1008649"	40960	"Pulaski-Orange"	"04/03/2016"	"U"	1650	"(41.799756, -87.724493)"
"1008908"	40960	"Pulaski-Orange"	"10/29/2009"	"W"	5381	"(41.799756, -87.724493)"
"1008910"	40960	"Pulaski-Orange"	"07/26/2007"	"W"	5069	"(41.799756, -87.724493)"
"1009328"	40960	"Pulaski-Orange"	"12/05/2013"	"W"	5674	"(41.799756, -87.724493)"
"1009333"	40960	"Pulaski-Orange"	"07/11/2005"	"W"	4559	"(41.799756, -87.724493)"
"1009425"	40960	"Pulaski-Orange"	"08/20/2015"	"W"	5198	"(41.799756, -87.724493)"
"1009539"	40960	"Pulaski-Orange"	"11/03/2016"	"W"	5942	"(41.799756, -87.724493)"
"1009706"	40960	"Pulaski-Orange"	"06/22/2017"	"W"	5034	"(41.799756, -87.724493)"
"1009778"	40960	"Pulaski-Orange"	"08/18/2013"	"U"	2069	"(41.799756, -87.724493)"
"1010056"	40960	"Pulaski-Orange"	"03/24/2017"	"W"	5465	"(41.799756, -87.724493)"
"1010142"	40960	"Pulaski-Orange"	"08/05/2009"	"W"	4518	"(41.799756, -87.724493)"
"1010329"	40960	"Pulaski-Orange"	"01/11/2017"	"W"	5104	"(41.799756, -87.724493)"
"1010330"	40960	"Pulaski-Orange"	"08/15/2003"	"W"	4441	"(41.799756, -87.724493)"
"1010704"	40960	"Pulaski-Orange"	"09/08/2015"	"W"	5448	"(41.799756, -87.724493)"
"1010784"	40960	"Pulaski-Orange"	"06/23/2011"	"W"	4536	"(41.799756, -87.724493)"
"1010808"	40960	"Pulaski-Orange"	"05/03/2004"	"W"	5192	"(41.799756, -87.724493)"
"1010977"	40960	"Pulaski-Orange"	"09/12/2012"	"W"	5674	"(41.799756, -87.724493)"
"1011049"	40960	"Pulaski-Orange"	"04/21/2001"	"A"	1370	"(41.799756, -87.724493)"
"1011053"	40960	"Pulaski-Orange"	"07/27/2011"	"W"	4865	"(41.799756, -87.724493)"
"1011070"	40960	"Pulaski-Orange"	"03/13/2006"	"W"	5136	"(41.799756, -87.724493)"
"1011357"	40960	"Pulaski-Orange"	"02/23/2007"	"W"	5100	"(41.799756, -87.724493)"
"1011375"	40960	"Pulaski-Orange"	"01/11/2001"	"W"	5588	"(41.799756, -87.724493)"
"1011596"	40960	"Pulaski-Orange"	"02/11/2007"	"U"	884	"(41.799756, -87.724493)"
"1011603"	40960	"Pulaski-Orange"	"10/26/2015"	"W"	5961	"(41.799756, -87.724493)"
"1011897"	40960	"Pulaski-Orange"	"04/15/2002"	"W"	4434	"(41.799756, -87.724493)"
"1011956"	40960	"Pulaski-Orange"	"10/28/2006"	"A"	1794	"(41.799756, -87.724493)"
"1012044"	40960	"Pulaski-Orange"	"08/24/2013"	"A"	2484	"(41.799756, -87.724493)"
"1012074"	40960	"Pulaski-Orange"	"09/05/2010"	"U"	1662	"(41.799756, -87.724493)"
"1012343"	40960	"Pulaski-Orange"	"09/28/2001"	"W"	5507	"(41.799756, -87.724493)"
"1012446"	40960	"Pulaski-Orange"	"03/09/2013"	"A"	2167	"(41.799756, -87.724493)"
"1012471"	40960	"Pulaski-Orange"	"03/12/2009"	"W"	4927	"(41.799756, -87.724493)"
"1012743"	40960	"Pulaski-Orange"	"09/29/2010"	"W"	5617	"(41.799756, -87.724493)"
"1012830"	40960	"Pulaski-Orange"	"05/06/2006"	"A"	2294	"(41.799756, -87.724493)"
"1013614"	40960	"Pulaski-Orange"	"10/15/2012"	"W"	5966	"(41.799756, -87.724493)"
"1013747"	40960	"Pulaski-Orange"	"09/10/2009"	"W"	5381	"(41.799756, -87.724493)"
"1013825"	40960	"Pulaski-Orange"	"12/27/2002"	"W"	3477	"(41.799756, -87.724493)"
"1013892"	40960	"Pulaski-Orange"	"10/29/2015"	"W"	5914	"(41.799756, -87.724493)"
"1014025"	40960	"Pulaski-Orange"	"06/11/2012"	"W"	5181	"(41.799756, -87.724493)"
"1014026"	40960	"Pulaski-Orange"	"04/20/2003"	"U"	761	"(41.799756, -87.724493)"
"1014135"	40960	"Pulaski-Orange"	"03/08/2001"	"W"	5509	"(41.799756, -87.724493)"
"1014352"	40960	"Pulaski-Orange"	"07/05/2003"	"A"	2304	"(41.799756, -87.724493)"
"1014472"	40960	"Pulaski-Orange"	"04/25/2008"	"W"	5400	"(41.799756, -87.724493)"
"1014517"	40960	"Pulaski-Orange"	"07/30/2017"	"U"	1919	"(41.799756, -87.724493)"
"1015054"	40960	"Pulaski-Orange"	"04/08/2008"	"W"	5456	"(41.799756, -87.724493)"
"1015071"	40960	"Pulaski-Orange"	"02/04/2016"	"W"	5444	"(41.799756, -87.724493)"
"1015296"	40960	"Pulaski-Orange"	"12/11/2003"	"W"	5369	"(41.799756, -87.724493)"
"1015494"	40960	"Pulaski-Orange"	"01/15/2017"	"U"	1301	"(41.799756, -87.724493)"
"1015639"	40960	"Pulaski-Orange"	"04/28/2014"	"W"	5244	"(41.799756, -87.724493)"
"1015667"	40960	"Pulaski-Orange"	"04/06/2006"	"W"	5475	"(41.799756, -87.724493)"
"1015733"	40960	"Pulaski-Orange"	"07/14/2017"	"W"	4934	"(41.799756, -87.724493)"
"1016119"	40960	"Pulaski-Orange"	"05/07/2001"	"W"	5379	"(41.799756, -87.724493)"
"1016281"	40960	"Pulaski-Orange"	"02/17/2015"	"W"	5413	"(41.799756, -87.724493)"
"1016315"	40960	"Pulaski-Orange"	"07/13/2005"	"W"	4817	"(41.799756, -87.724493)"
"1016439"	40960	"Pulaski-Orange"	"06/05/2016"	"U"	2003	"(41.799756, -87.724493)"
"1016451"	40960	"Pulaski-Orange"	"03/15/2001"	"W"	5492	"(41.799756, -87.724493)"
"1016582"	40960	"Pulaski-Orange"	"03/04/2016"	"W"	5102	"(41.799756, -87.724493)"
"1016590"	40960	"Pulaski-Orange"	"10/06/2011"	"W"	5937	"(41.799756, -87.724493)"
"1016749"	40960	"Pulaski-Orange"	"06/01/2011"	"W"	5422	"(41.799756, -87.724493)"
"1017243"	40960	"Pulaski-Orange"	"04/11/2001"	"W"	5424	"(41.799756, -87.724493)"
"1017261"	40960	"Pulaski-Orange"	"07/22/2003"	"W"	4933	"(41.799756, -87.724493)"
"1017379"	40960	"Pulaski-Orange"	"08/12/2012"	"U"	1812	"(41.799756, -87.724493)"
"1017394"	40960	"Pulaski-Orange"	"09/28/2014"	"U"	1976	"(41.799756, -87.724493)"
"1017433"	40960	"Pulaski-Orange"	"02/08/2005"	"W"	5218	"(41.799756, -87.724493)"
"1017910"	40960	"Pulaski-Orange"	"06/13/2003"	"W"	5110	"(41.799756, -87.724493)"
"1018014"	40960	"Pulaski-Orange"	"01/03/2012"	"W"	3705	"(41.799756, -87.724493)"
"1018030"	40960	"Pulaski-Orange"	"05/17/2003"	"A"	1805	"(41.799756, -87.724493)"
"1018051"	40960	"Pulaski-Orange"	"03/26/2006"	"U"	1070	"(41.799756, -87.724493)"
"1018123"	40960	"Pulaski-Orange"	"02/16/2009"	"W"	3118	"(41.799756, -87.724493)"
"1018190"	40960	"Pulaski-Orange"	"07/23/2017"	"U"	1832	"(41.799756, -87.724493)"
"1018364"	40960	"Pulaski-Orange"	"04/30/2012"	"W"	5273	"(41.799756, -87.724493)"
"1018558"	40960	"Pulaski-Orange"	"06/26/2006"	"W"	4805	"(41.799756, -87.724493)"
"1018868"	40960	"Pulaski-Orange"	"01/19/2005"	"W"	5011	"(41.799756, -87.724493)"
"1019039"	40960	"Pulaski-Orange"	"10/07/2009"	"W"	5535	"(41.799756, -87.724493)"
"1019068"	40960	"Pulaski-Orange"	"12/05/2012"	"W"	5806	"(41.799756, -87.724493)"
"1019275"	40960	"Pulaski-Orange"	"11/12/2006"	"U"	1156	"(41.799756, -87.724493)"
"1019327"	40960	"Pulaski-Orange"	"02/01/2015"	"U"	1052	"(41.799756, -87.724493)"
"1019335"	40960	"Pulaski-Orange"	"09/15/2008"	"W"	6079	"(41.799756, -87.724493)"
"1019466"	40960	"Pulaski-Orange"	"05/03/2007"	"W"	5510	"(41.799756, -87.724493)"
"1019523"	40960	"Pulaski-Orange"	"07/02/2011"	"A"	2749	"(41.799756, -87.724493)"
"1019537"	40960	"Pulaski-Orange"	"11/27/2010"	"A"	1762	"(41.799756, -87.724493)"
"1019587"	40960	"Pulaski-Orange"	"04/21/2003"	"W"	5315	"(41.799756, -87.724493)"
"1019682"	40960	"Pulaski-Orange"	"10/05/2014"	"U"	1697	"(41.799756, -87.724493)"
"1019708"	40960	"Pulaski-Orange"	"02/22/2011"	"W"	5001	"(41.799756, -87.724493)"
"1019914"	40960	"Pulaski-Orange"	"12/06/2002"	"W"	5249	"(41.799756, -87.724493)"
"1020074"	40960	"Pulaski-Orange"	"09/18/2016"	"U"	1953	"(41.799756, -87.724493)"
"1020112"	40960	"Pulaski-Orange"	"02/26/2012"	"U"	1408	"(41.799756, -87.724493)"
"1020225"	40960	"Pulaski-Orange"	"02/25/2003"	"W"	5289	"(41.799756, -87.724493)"
"1020242"	40960	"Pulaski-Orange"	"07/15/2008"	"W"	5389	"(41.799756, -87.724493)"
"1020333"	40960	"Pulaski-Orange"	"08/31/2013"	"A"	2344	"(41.799756, -87.724493)"
"1020344"	40960	"Pulaski-Orange"	"04/24/2007"	"W"	5582	"(41.799756, -87.724493)"
"1020375"	40960	"Pulaski-Orange"	"02/19/2008"	"W"	4983	"(41.799756, -87.724493)"
"1020411"	40960	"Pulaski-Orange"	"05/01/2005"	"U"	1078	"(41.799756, -87.724493)"
"1020947"	40960	"Pulaski-Orange"	"04/20/2016"	"W"	5051	"(41.799756, -87.724493)"
"1021164"	40960	"Pulaski-Orange"	"09/13/2012"	"W"	5614	"(41.799756, -87.724493)"
"1021219"	40960	"Pulaski-Orange"	"03/20/2002"	"W"	5481	"(41.799756, -87.724493)"
"1021256"	40960	"Pulaski-Orange"	"10/10/2011"	"W"	4381	"(41.799756, -87.724493)"
"1021452"	40960	"Pulaski-Orange"	"09/27/2011"	"W"	5471	"(41.799756, -87.724493)"
"1021503"	40960	"Pulaski-Orange"	"04/22/2002"	"W"	5398	"(41.799756, -87.724493)"
"1021842"	40960	"Pulaski-Orange"	"01/12/2005"	"W"	5314	"(41.799756, -87.724493)"
"1021932"	40960	"Pulaski-Orange"	"07/17/2014"	"W"	5297	"(41.799756, -87.724493)"
"1021973"	40960	"Pulaski-Orange"	"04/29/2008"	"W"	5568	"(41.799756, -87.724493)"
"1022047"	40960	"Pulaski-Orange"	"02/28/2013"	"W"	5370	"(41.799756, -87.724493)"
"1022100"	40960	"Pulaski-Orange"	"03/07/2009"	"A"	1574	"(41.799756, -87.724493)"
"1022118"	40960	"Pulaski-Orange"	"02/04/2017"	"A"	1925	"(41.799756, -87.724493)"
"1022490"	40960	"Pulaski-Orange"	"09/01/2005"	"W"	4783	"(41.799756, -87.724493)"
"1023173"	40960	"Pulaski-Orange"	"02/05/2001"	"W"	5377	"(41.799756, -87.724493)"
"1023397"	40960	"Pulaski-Orange"	"02/17/2013"	"U"	1406	"(41.799756, -87.724493)"
"1023447"	40960	"Pulaski-Orange"	"06/11/2007"	"W"	5533	"(41.799756, -87.724493)"
"1023482"	40960	"Pulaski-Orange"	"02/01/2008"	"W"	4397	"(41.799756, -87.724493)"
"1024128"	40960	"Pulaski-Orange"	"03/13/2003"	"W"	5443	"(41.799756, -87.724493)"
"1024578"	40960	"Pulaski-Orange"	"01/14/2014"	"W"	5490	"(41.799756, -87.724493)"
"1024619"	40960	"Pulaski-Orange"	"04/05/2007"	"W"	4247	"(41.799756, -87.724493)"
"1024810"	40960	"Pulaski-Orange"	"07/01/2002"	"W"	5048	"(41.799756, -87.724493)"
"1024839"	40960	"Pulaski-Orange"	"01/03/2014"	"W"	3467	"(41.799756, -87.724493)"
"1025084"	40960	"Pulaski-Orange"	"01/22/2007"	"W"	5331	"(41.799756, -87.724493)"
"1025301"	40960	"Pulaski-Orange"	"06/27/2006"	"W"	4882	"(41.799756, -87.724493)"
"1025409"	40960	"Pulaski-Orange"	"07/26/2003"	"A"	1700	"(41.799756, -87.724493)"
"1025550"	40960	"Pulaski-Orange"	"12/21/2006"	"W"	4935	"(41.799756, -87.724493)"
"1025638"	40960	"Pulaski-Orange"	"03/16/2003"	"U"	1078	"(41.799756, -87.724493)"
"1025793"	40960	"Pulaski-Orange"	"07/02/2008"	"W"	5443	"(41.799756, -87.724493)"
"1025903"	40960	"Pulaski-Orange"	"10/12/2005"	"W"	5858	"(41.799756, -87.724493)"
"1026165"	40960	"Pulaski-Orange"	"05/16/2016"	"W"	5119	"(41.799756, -87.724493)"
"1026257"	40960	"Pulaski-Orange"	"01/16/2001"	"W"	5686	"(41.799756, -87.724493)"
"1026526"	40960	"Pulaski-Orange"	"07/26/2011"	"W"	4787	"(41.799756, -87.724493)"
"1026646"	40960	"Pulaski-Orange"	"02/12/2008"	"W"	3960	"(41.799756, -87.724493)"
"1026673"	40960	"Pulaski-Orange"	"11/23/2010"	"W"	5031	"(41.799756, -87.724493)"
"1026858"	40960	"Pulaski-Orange"	"12/12/2007"	"W"	5384	"(41.799756, -87.724493)"
"1026987"	40960	"Pulaski-Orange"	"03/30/2008"	"U"	1202	"(41.799756, -87.724493)"
"1027060"	40960	"Pulaski-Orange"	"08/14/2015"	"W"	4934	"(41.799756, -87.724493)"
"1027363"	40960	"Pulaski-Orange"	"07/30/2010"	"W"	4336	"(41.799756, -87.724493)"
"1027599"	40960	"Pulaski-Orange"	"11/21/2004"	"U"	1174	"(41.799756, -87.724493)"
"1030738"	40960	"Pulaski-Orange"	"10/01/2020"	"W"	1479	"(41.799756, -87.724493)"
"1030739"	40960	"Pulaski-Orange"	"10/02/2020"	"W"	1579	"(41.799756, -87.724493)"
"1030740"	40960	"Pulaski-Orange"	"10/03/2020"	"A"	882	"(41.799756, -87.724493)"
"1030741"	40960	"Pulaski-Orange"	"10/04/2020"	"U"	699	"(41.799756, -87.724493)"
"1030742"	40960	"Pulaski-Orange"	"10/05/2020"	"W"	1400	"(41.799756, -87.724493)"
"1030743"	40960	"Pulaski-Orange"	"10/06/2020"	"W"	1505	"(41.799756, -87.724493)"
"1030744"	40960	"Pulaski-Orange"	"10/07/2020"	"W"	1534	"(41.799756, -87.724493)"
"1030745"	40960	"Pulaski-Orange"	"10/08/2020"	"W"	1563	"(41.799756, -87.724493)"
"1030746"	40960	"Pulaski-Orange"	"10/09/2020"	"W"	1528	"(41.799756, -87.724493)"
"1030747"	40960	"Pulaski-Orange"	"10/10/2020"	"A"	974	"(41.799756, -87.724493)"
"1030748"	40960	"Pulaski-Orange"	"10/11/2020"	"U"	691	"(41.799756, -87.724493)"
"1030749"	40960	"Pulaski-Orange"	"10/12/2020"	"W"	1214	"(41.799756, -87.724493)"
"1030750"	40960	"Pulaski-Orange"	"10/13/2020"	"W"	1497	"(41.799756, -87.724493)"
"1030751"	40960	"Pulaski-Orange"	"10/14/2020"	"W"	1580	"(41.799756, -87.724493)"
"1030752"	40960	"Pulaski-Orange"	"10/15/2020"	"W"	1533	"(41.799756, -87.724493)"
"1030753"	40960	"Pulaski-Orange"	"10/16/2020"	"W"	1513	"(41.799756, -87.724493)"
"1030754"	40960	"Pulaski-Orange"	"10/17/2020"	"A"	933	"(41.799756, -87.724493)"
"1030755"	40960	"Pulaski-Orange"	"10/18/2020"	"U"	577	"(41.799756, -87.724493)"
"1030756"	40960	"Pulaski-Orange"	"10/19/2020"	"W"	1356	"(41.799756, -87.724493)"
"1030757"	40960	"Pulaski-Orange"	"10/20/2020"	"W"	1481	"(41.799756, -87.724493)"
"1030758"	40960	"Pulaski-Orange"	"10/21/2020"	"W"	1458	"(41.799756, -87.724493)"
"1030759"	40960	"Pulaski-Orange"	"10/22/2020"	"W"	1433	"(41.799756, -87.724493)"
"1030760"	40960	"Pulaski-Orange"	"10/23/2020"	"W"	1358	"(41.799756, -87.724493)"
"1030761"	40960	"Pulaski-Orange"	"10/24/2020"	"A"	864	"(41.799756, -87.724493)"
"1030762"	40960	"Pulaski-Orange"	"10/25/2020"	"U"	619	"(41.799756, -87.724493)"
"1030763"	40960	"Pulaski-Orange"	"10/26/2020"	"W"	1276	"(41.799756, -87.724493)"
"1030764"	40960	"Pulaski-Orange"	"10/27/2020"	"W"	1346	"(41.799756, -87.724493)"
"1030765"	40960	"Pulaski-Orange"	"10/28/2020"	"W"	1387	"(41.799756, -87.724493)"
"1030766"	40960	"Pulaski-Orange"	"10/29/2020"	"W"	1387	"(41.799756, -87.724493)"
"1030767"	40960	"Pulaski-Orange"	"10/30/2020"	"W"	1423	"(41.799756, -87.724493)"
"1030768"	40960	"Pulaski-Orange"	"10/31/2020"	"A"	786	"(41.799756, -87.724493)"
"1035084"	40960	"Pulaski-Orange"	"11/01/2020"	"U"	551	"(41.799756, -87.724493)"
"1035085"	40960	"Pulaski-Orange"	"11/02/2020"	"W"	1271	"(41.799756, -87.724493)"
"1035086"	40960	"Pulaski-Orange"	"11/03/2020"	"W"	1245	"(41.799756, -87.724493)"
"1035087"	40960	"Pulaski-Orange"	"11/04/2020"	"W"	1248	"(41.799756, -87.724493)"
"1035088"	40960	"Pulaski-Orange"	"11/05/2020"	"W"	1408	"(41.799756, -87.724493)"
"1035089"	40960	"Pulaski-Orange"	"11/06/2020"	"W"	1314	"(41.799756, -87.724493)"
"1035090"	40960	"Pulaski-Orange"	"11/07/2020"	"A"	789	"(41.799756, -87.724493)"
"1035091"	40960	"Pulaski-Orange"	"11/08/2020"	"U"	670	"(41.799756, -87.724493)"
"1035092"	40960	"Pulaski-Orange"	"11/09/2020"	"W"	1328	"(41.799756, -87.724493)"
"1035093"	40960	"Pulaski-Orange"	"11/10/2020"	"W"	1304	"(41.799756, -87.724493)"
"1035094"	40960	"Pulaski-Orange"	"11/11/2020"	"W"	1205	"(41.799756, -87.724493)"
"1035095"	40960	"Pulaski-Orange"	"11/12/2020"	"W"	1310	"(41.799756, -87.724493)"
"1035096"	40960	"Pulaski-Orange"	"11/13/2020"	"W"	1327	"(41.799756, -87.724493)"
"1035097"	40960	"Pulaski-Orange"	"11/14/2020"	"A"	701	"(41.799756, -87.724493)"
"1035098"	40960	"Pulaski-Orange"	"11/15/2020"	"U"	486	"(41.799756, -87.724493)"
"1035099"	40960	"Pulaski-Orange"	"11/16/2020"	"W"	1167	"(41.799756, -87.724493)"
"1035100"	40960	"Pulaski-Orange"	"11/17/2020"	"W"	1200	"(41.799756, -87.724493)"
"1035101"	40960	"Pulaski-Orange"	"11/18/2020"	"W"	1221	"(41.799756, -87.724493)"
"1035102"	40960	"Pulaski-Orange"	"11/19/2020"	"W"	1234	"(41.799756, -87.724493)"
"1035103"	40960	"Pulaski-Orange"	"11/20/2020"	"W"	1270	"(41.799756, -87.724493)"
"1035104"	40960	"Pulaski-Orange"	"11/21/2020"	"A"	686	"(41.799756, -87.724493)"
"1035105"	40960	"Pulaski-Orange"	"11/22/2020"	"U"	512	"(41.799756, -87.724493)"
"1035106"	40960	"Pulaski-Orange"	"11/23/2020"	"W"	1130	"(41.799756, -87.724493)"
"1035107"	40960	"Pulaski-Orange"	"11/24/2020"	"W"	1077	"(41.799756, -87.724493)"
"1035108"	40960	"Pulaski-Orange"	"11/25/2020"	"W"	1042	"(41.799756, -87.724493)"
"1035109"	40960	"Pulaski-Orange"	"11/26/2020"	"U"	332	"(41.799756, -87.724493)"
"1035110"	40960	"Pulaski-Orange"	"11/27/2020"	"W"	820	"(41.799756, -87.724493)"
